Vmag,Plx,B-V,Amag,TargetClass
5.98,6.164244355921442,0.941,15.254564,0
9.16,5.058379513976705,0.922,18.964731,1
8.78,3.725273440529594,1.113,15.607439,0
9.29,5.551907956705191,0.084,17.83635,1
9.02,4.099914681574372,0.488,17.444227,1
6.32,6.466166987470929,0.879,15.570166,1
7.01,7.971292718596489,0.967,16.182104,0
9.05,8.730528016228334,0.516,18.821213,1
8.72,2.679984918376521,0.965,15.441961,0
8.69,2.0046087970481348,1.126,15.39222,0
8.97,2.338472290788677,1.136,16.348356,0
8.84,3.3106529529120623,-0.104,15.898098,1
6.77,0.4171408092142115,1.725,4.1556063,0
8.38,4.577518878750473,-0.06,16.562439,1
9.23,1.7750480925616186,1.313,16.228367,0
9.37,15.73929237585604,0.737,20.391956,1
6.33,8.070804242721271,1.21,15.992369,0
8.59,11.764887339942446,0.489,18.749062,1
9.59,3.784612792797815,0.57,17.85123,1
9.16,4.60032535161581,1.061,17.885374,0
9.29,0.2301338415382499,1.416,13.251959,0
8.2,2.876135030925978,0.214,16.26392,1
9.0,4.931027631587229,0.903,18.003586,1
7.95,13.798102060714182,0.945,18.879128,1
8.77,4.111743485300648,1.08,16.141083,0
8.74,5.967956361021807,0.473,16.58687,1
5.42,7.187261885665686,1.556,14.897113,0
8.85,2.535271739808322,0.574,15.751057,0
9.07,1.6614755617428891,1.14,14.296615,0
5.92,3.590911202188434,1.561,13.466013,0
6.4,9.230964066311795,1.029,16.156689,0
7.15,7.1511911719725365,0.222,16.568308,1
8.97,5.464422923994569,0.86,17.51635,1
7.09,2.18957065093547,0.137,13.762269,0
5.86,2.9202428079897205,-0.079,13.53013,0
8.35,12.970032083060705,0.55,19.131231,1
9.32,7.058380273763438,0.454,18.327019,1
7.2,5.131531964527943,0.986,15.555864,0
9.51,9.58129294702684,0.595,19.856491,1
8.61,3.2095896338295,1.064,15.973782,0
8.66,33.76602958445389,0.566,21.207357,1
8.2,5.572250935742313,1.183,16.703518,0
8.52,4.356362273106378,1.015,16.631071,0
7.21,5.799712737099724,1.122,15.884,0
6.07,0.2591296526843467,0.389,6.07,0
9.68,10.377331456828568,0.502,19.575464,1
8.62,9.185539118506233,0.365,18.175789,1
7.86,4.030934340831135,1.419,13.8394985,0
9.01,3.2570196766401125,0.101,16.344337,1
7.98,1.3524135838955642,0.067,13.51605,1
7.95,11.793371487070075,0.654,17.934746,1
9.15,1.246000931606909,1.034,15.842282,1
8.51,21.24891145336034,0.73,20.271877,0
8.45,5.216070564248555,0.964,16.139095,0
9.2,7.655606659560291,0.811,18.808432,1
6.74,7.236978860946682,0.993,16.163977,1
8.0,2.1114796641341806,1.034,15.266592,0
7.43,0.9350977776735374,0.279,12.535946,0
5.32,10.874795669697097,-0.014,15.375738,1
7.28,10.620548783926887,0.493,17.432999,1
9.17,3.3568088439266703,1.2,16.358753,0
9.33,4.733904165681519,1.068,16.948732,0
9.77,9.513277700633392,0.73,19.39398,1
7.6,3.84813200644961,1.14,15.172739,0
8.99,2.150636678505938,1.157,13.968176,0
7.15,71.09970633969655,0.936,21.406597,1
8.87,2.3859066911510367,0.155,16.63334,1
5.52,57.535007804883065,0.551,19.323244,1
9.59,9.347651090440516,0.515,19.244745,1
8.63,9.363022946728886,0.663,18.554886,1
8.47,1.1875253500023164,-0.18,11.83049,1
7.88,0.1206849890576108,1.416,10.996246,0
8.8,17.884241966121408,0.71,20.206303,1
7.64,2.0937410486669426,1.454,14.612258,0
8.9,8.38255909227149,0.675,18.94087,1
9.46,1.2379979056667212,1.024,15.842309,0
8.51,1.5356120626321372,1.005,15.172193,0
9.33,4.525660235872641,0.51,17.629581,1
9.75,0.1574778005883704,0.42,11.98579,1
9.17,3.761599863329841,1.016,17.27068,1
8.13,2.1827057537281784,1.238,14.720316,0
9.11,1.2246744515848975,1.142,16.306664,0
9.24,3.758363651280817,0.133,15.734265,1
8.89,6.40948480069493,0.308,16.695507,1
6.66,5.887859780881128,1.199,15.806519,0
6.49,5.83375881303994,0.91,15.547874,0
9.32,7.2282545786674595,0.929,18.579348,1
9.57,3.413835417947926,0.38,17.897903,1
8.45,0.5768675786729562,1.053,15.332885,0
5.86,14.269103897146632,1.01,16.68919,1
6.01,7.026084240336942,0.203,15.672369,1
5.38,8.622989392352329,1.343,14.9649,0
9.25,0.6377014201754987,1.403,14.60941,0
7.67,4.276396965159523,0.95,15.691131,0
9.56,12.495062080616592,0.66,20.420094,1
7.53,4.409420842686528,1.129,15.68722,0
8.27,5.254439912035783,1.169,16.725409,0
6.98,6.453544958396688,1.378,15.461781,0
9.11,5.8766338772979045,0.79,17.706657,1
7.34,5.981700496462016,1.131,15.552322,0
8.8,10.754053545768166,0.537,18.92448,1
7.91,5.974387810261166,1.045,15.963301,0
8.76,0.3857929381237995,1.483,13.329069,0
7.78,8.699867476521009,0.411,17.17261,1
7.76,4.096643788581231,1.293,15.505016,0
8.05,6.419379652488706,0.364,17.454067,1
9.42,6.372493302576759,1.565,17.808035,0
8.86,1.0904159711699934,1.141,15.630542,0
8.16,13.990710225407277,0.661,18.808449,1
7.7,2.9988653359886754,1.467,15.285979,0
8.27,2.912437976171014,1.608,14.629209,0
9.34,7.722593716968962,0.543,18.89845,1
8.19,10.998581729813932,0.515,18.54941,1
8.93,3.007651501606253,0.377,16.644127,1
9.78,5.525290656680004,0.515,19.273624,1
8.84,7.466083244507867,0.412,18.36628,1
9.12,0.5092401983532214,1.077,14.771669,0
8.73,1.5922682995855415,1.01,16.235296,0
7.36,4.295622743933461,0.993,15.5019455,0
8.94,8.331470249518764,0.507,18.632599,1
7.94,17.388851954248985,0.522,19.084566,1
9.1,9.13132796722586,0.651,18.620872,1
8.62,6.716208694705872,1.007,17.44088,0
8.08,13.087722128565456,0.421,18.599018,1
9.27,10.082211126780026,0.543,19.248177,1
8.65,6.702977243917319,0.658,17.657019,1
6.09,7.173590676804595,1.176,15.499775,0
9.05,11.327902506424076,0.641,19.235138,1
8.78,9.513890459061924,0.44,18.218086,1
9.4,6.707932340472974,0.53,17.138874,1
8.33,1.681603008280209,0.1,16.117537,1
8.2,12.367245514340285,0.501,18.638908,1
7.35,11.181638715904189,0.681,17.62498,1
6.53,2.902892609333473,0.051,14.365131,1
9.46,0.6734460688024269,0.58,16.071096,1
8.87,2.1744020771144967,1.19,16.277214,0
6.77,23.45030385076418,0.468,18.66834,1
7.84,1.512765388677635,1.452,15.07579,0
8.65,1.798036490932346,1.349,12.2713785,0
7.16,0.9181562147901876,1.546,14.4494095,0
9.87,3.8621105407077447,0.418,18.329826,1
8.39,5.240051025718546,0.912,16.863026,0
8.03,2.245550861947073,1.077,15.028368,0
7.89,1.2417391232838288,1.375,13.896986,0
8.98,1.8821487913015116,0.98,16.70034,1
8.94,4.25126416717506,1.254,16.678873,0
7.84,2.6118256019059936,0.896,15.412739,0
6.35,5.482843541490808,1.608,14.967278,0
6.8,2.4576830523330995,1.63,12.591812,0
4.74,8.707998610224456,-0.098,14.558939,1
8.67,3.206881990880012,1.015,15.78623,0
8.65,5.305544495354058,1.099,17.242508,0
4.48,3.668138059832735,-0.069,12.261513,0
9.08,7.079832375322396,0.567,18.283667,1
9.51,13.835372826176888,0.677,20.08639,1
8.12,12.118700930496772,0.607,18.616676,1
9.06,0.6348865745180918,1.688,14.186529,0
8.93,2.2436701191919104,1.156,16.249466,0
9.2,13.754690473444166,0.665,19.507263,1
6.33,19.513454942224943,1.02,17.611183,1
8.83,4.846014566477251,0.468,17.586395,1
9.48,4.680230548747512,0.6,18.10138,1
8.96,12.022028367299557,0.544,19.61167,1
6.37,4.853576221694041,-0.081,14.920587,1
8.88,4.112030334316895,0.996,17.31318,0
9.33,7.91951819686065,0.5,18.722609,1
8.12,3.1354591921765413,1.205,15.06583,0
9.36,19.758432817321697,0.928,20.826813,1
8.7,1.4461650590982027,1.33,14.269716,0
8.59,22.6867377933261,0.769,20.353806,1
7.06,4.204280716276051,1.427,15.515408,0
8.81,7.661955133542868,0.67,18.408005,1
9.59,2.4242450499586807,0.407,17.15609,1
9.1,4.740726192005278,1.169,17.015995,1
8.92,13.290953515389123,0.578,19.576488,1
8.93,1.0573293842092977,1.025,13.818619,0
8.41,2.42488709210801,1.342,15.425602,0
7.78,2.760711241049002,1.047,15.865002,0
6.32,5.887911786374854,1.419,15.225185,0
7.04,35.62338510983285,0.624,19.832344,1
9.32,1.5978217771831753,0.379,18.42429,1
7.58,5.521304384020601,0.913,15.767448,0
9.46,7.592699590326465,0.631,18.858345,1
8.67,3.855479365000901,1.157,15.677003,0
6.24,9.477849153058932,0.98,16.146828,1
8.88,3.682210088922343,1.047,15.144265,1
7.88,2.192595982847112,1.287,15.221737,0
9.47,8.326494089977123,0.685,18.830782,1
9.5,1.0877782259467792,1.147,10.776362,0
6.49,5.450264802667366,0.983,14.817904,0
8.46,3.4345670122862098,0.98,16.05914,0
6.14,8.712769133278433,0.962,15.889389,0
6.16,6.901471485328244,1.102,15.814745,0
8.5,6.625378504228971,0.447,17.62713,1
6.89,3.2995317013939998,1.36,14.508732,0
7.74,1.888525700530053,1.406,13.620456,0
6.11,1.3887658960446194,0.159,12.549009,0
9.32,3.9187004468300537,0.625,17.269749,1
7.81,6.91059357820075,1.137,15.987419,0
8.81,6.238139776702089,0.54,16.742937,1
6.28,8.28680266231512,0.897,15.901396,0
9.96,1.3661619425818805,0.388,14.448135,1
7.82,7.534885690312478,1.102,16.813253,0
8.65,1.715588469867008,1.221,14.724218,0
9.44,1.5612937600179928,1.094,15.856506,0
4.83,7.431244717477607,1.216,14.350872,0
6.62,5.79727518667744,0.9,15.945519,0
8.97,9.69253630866714,0.674,19.28479,1
8.12,5.105317720570982,1.176,15.597722,0
8.95,4.091042168107147,0.443,16.938477,1
7.47,5.40161622000598,0.925,16.338932,0
5.97,3.30985034450509,1.584,13.902937,0
8.81,6.99395160596056,0.549,18.185307,1
5.84,15.730305505897734,1.0,16.770542,0
7.24,2.1950508711414023,1.167,15.115939,0
8.72,4.075042299888597,1.192,16.54924,1
4.72,16.76921120052952,1.047,15.858149,0
8.2,7.03165110038894,0.837,17.869965,1
6.81,6.120091450116172,1.26,15.764942,0
4.59,13.053288605041075,0.953,15.191224,0
7.51,6.664644101613618,1.112,16.274082,1
12.2,16.34093210964152,1.294,23.002342,1
7.74,4.452561067387954,1.172,16.195408,0
6.03,5.905116066053871,1.525,14.305693,0
9.73,8.091025143586139,1.056,19.240013,0
7.92,13.509665350929744,0.508,18.428736,1
8.55,2.062873155264132,1.212,14.249395,1
7.72,0.1461707054919596,0.056,13.643457,0
8.41,1.3451332282011128,0.486,16.354158,1
8.89,15.939075956287018,0.774,20.025578,1
6.77,7.708276105170117,0.097,16.017097,1
6.41,0.9151488925241856,0.998,13.0922985,0
7.78,4.163760142346275,0.105,15.332726,1
9.74,20.915076708567877,0.905,21.244064,1
8.62,4.198620928613432,1.039,16.856915,0
7.02,4.547357113759412,1.032,15.33379,0
7.57,17.505150751533268,0.468,18.84998,1
9.15,6.62414136622782,0.402,17.767277,1
6.6,21.622782153319967,0.526,18.104063,1
7.78,29.751386790291427,0.664,20.207188,1
8.77,29.93683974482921,0.78,21.054108,1
9.25,0.922339137924634,1.397,14.663927,0
8.98,5.3882295844330415,0.483,17.111702,1
8.08,5.432768772841484,1.068,16.379581,0
8.94,0.2707442458573533,-0.054,11.46575,1
7.09,5.996290346338496,0.969,16.281096,0
6.41,10.56755061374432,1.188,16.465736,0
8.47,0.0902132153085872,1.537,15.259674,0
7.74,2.546034144183714,1.11,14.330317,0
9.31,14.450325605035063,0.603,19.873026,1
7.45,20.57532412444833,0.617,19.003468,1
8.62,1.402541678384354,0.94,14.557604,0
7.23,3.939032151635944,1.092,15.931812,0
12.04,24.80537462925212,1.453,24.25788,1
8.32,9.538130793000626,0.591,18.256096,1
6.78,2.4201154106262543,1.491,13.032101,0
9.02,20.012215330214897,0.745,20.7043,1
5.42,5.89759394592311,1.311,14.325185,0
6.05,9.29270642194848,-0.024,15.439735,1
10.08,3.5187742779896576,0.407,18.40321,1
7.34,4.705039933629176,1.122,16.057549,0
9.35,6.3897961469618085,0.41,17.310884,1
10.01,6.189556338519799,0.635,19.257097,1
10.22,4.555396678921513,0.05,18.387342,1
9.99,4.734907069825514,1.044,13.053919,0
7.69,0.2495204496190056,1.004,12.733001,1
9.26,0.615840805965213,1.068,15.320938,0
9.91,3.76428344703506,0.449,16.864676,1
9.27,7.365022536564455,0.673,18.749874,1
8.66,2.291767709303679,1.036,15.208151,0
8.3,3.03759747643678,1.381,16.575691,0
7.77,7.867178916099297,0.231,17.600708,1
7.89,4.956301283688624,1.011,16.122019,1
8.87,1.2142302488832268,0.889,12.6871395,0
8.95,2.405932357761733,1.036,16.090673,0
8.26,3.990095807170822,1.075,15.54183,0
8.09,5.460756916690526,0.749,17.197567,1
10.26,4.329706491470329,0.101,16.475191,1
6.66,10.887615497947886,0.24,16.898321,1
5.2,15.578166343771834,0.271,16.43003,0
8.36,2.730848587970032,0.836,15.451507,0
8.75,4.275585562539317,0.401,17.578342,1
7.7,4.544368592447765,1.066,15.621656,0
8.23,6.807640642383592,0.513,17.170841,1
7.31,1.0696204941366991,1.22,13.34413,0
7.55,3.856452668798844,1.24,16.314083,0
8.51,5.916904314625459,0.446,17.557798,1
8.75,12.236708907794911,0.499,19.347929,1
8.78,17.888484111593012,0.529,19.056892,1
9.43,6.105292903128053,0.568,18.713646,1
9.21,4.303380065116643,1.328,16.936535,0
9.67,7.937758869542061,0.45,19.874989,1
7.14,19.15515142743376,0.593,18.54403,1
5.87,2.699342652164772,1.073,11.849499,0
7.52,6.021720512391632,0.842,16.268682,0
6.46,9.995572168391403,0.107,16.492329,1
7.27,3.899699772461722,1.435,15.02725,0
6.91,15.861705878090588,0.378,18.035254,1
8.98,0.6182032152942436,0.569,16.725016,1
6.86,6.198541494603721,0.897,15.924568,1
8.87,7.991962688884056,0.476,18.667591,1
9.69,3.793710985104106,0.894,15.978392,1
5.94,16.20952107602603,0.297,16.821903,1
7.3,12.462419604276734,0.264,17.58643,1
8.84,9.111796315803112,0.759,18.484539,1
5.78,12.10456955146161,1.084,16.04347,0
8.91,0.1860261329986146,1.592,15.149866,0
6.19,10.38147271318726,0.937,16.165981,0
5.74,133.03297448818776,0.89,21.376171,1
8.69,4.859977986361956,1.212,16.759209,0
8.91,6.946376453915284,0.905,17.76426,1
8.86,1.225152791793258,1.07,15.512069,1
5.97,6.548707456307015,1.015,14.94244,0
9.43,4.82139368599068,0.47,15.339218,1
8.42,2.205752602797761,1.048,12.16094,0
9.37,6.969775086693584,1.018,17.55244,0
8.55,4.206094403540277,1.179,15.242283,0
8.62,3.124603447667189,0.877,15.635603,0
7.79,39.812897570407415,0.832,20.754211,1
11.25,0.9651389292404636,0.218,17.733326,1
7.85,6.0641424675743,1.186,16.762363,1
5.42,13.702793306713763,1.03,16.026157,0
9.45,1.4064466520728276,0.381,17.602139,1
7.34,2.0648231007778244,1.483,14.222885,0
9.08,8.779361486366833,0.526,18.814716,1
9.31,8.147703738805028,0.226,18.377907,1
9.65,2.2566189205940623,1.2,17.071499,0
9.22,7.354123909725995,0.368,18.40162,1
9.53,7.777677634950143,0.785,19.377079,1
3.41,14.451048249042763,1.542,14.131313,0
8.17,7.41399563188429,0.361,17.76539,1
9.62,25.428377575774487,1.128,21.747671,1
9.06,6.326072608996352,0.404,18.101055,1
7.59,7.0716946022504175,0.972,16.62429,0
9.03,2.718584381065055,1.263,16.957304,0
6.39,11.116262829231983,1.143,16.787716,0
9.06,4.135694659389913,0.57,14.59605,1
8.86,9.852860479901512,0.66,18.739456,1
8.49,6.727825952363816,0.279,17.269375,0
9.6,26.853744331145915,0.958,21.640352,1
5.93,7.06358334530213,1.037,15.622599,0
9.0,2.347115208796817,1.393,15.37079,0
7.46,3.6700555232733656,1.214,15.358918,0
9.18,2.4585675302103374,1.168,12.49379,0
8.16,1.8341041876347384,0.909,15.132257,0
8.02,3.305843625280737,0.97,16.237263,0
8.03,11.20814091483016,0.515,17.925465,0
7.39,5.73336137304671,1.074,16.222065,0
10.03,3.504019946758487,0.493,17.629139,1
9.8,4.559516025983426,0.406,18.571743,1
8.99,2.816185587151455,1.704,14.421799,0
6.94,0.7111682460204494,0.059,8.652113,0
7.45,33.21277027517947,0.726,20.126469,1
7.56,13.678560027262275,0.676,18.21167,1
7.89,5.818017474782291,1.115,17.074783,0
7.43,7.503523814345895,0.325,17.03583,0
9.13,5.464185613445553,0.514,18.844997,1
8.8,6.639561483711376,0.325,17.81387,1
7.39,3.380628894830644,-0.018,14.405602,1
9.38,5.729321946460448,0.338,18.285185,1
10.1,5.746674010812914,0.573,18.07748,1
8.29,5.154556642885056,0.911,17.057915,1
9.32,7.506474803807977,0.549,17.497417,1
8.85,3.735738609284259,1.113,15.941507,0
7.8,4.855455209903476,0.363,15.821131,0
9.15,1.8682337853755648,0.972,16.1912,1
8.15,4.874826703367637,0.425,17.094376,1
6.95,8.92931815226282,0.561,16.647594,1
7.95,3.928071180434456,1.415,15.682713,0
9.68,2.862365106809861,0.326,17.418875,1
8.55,2.6490777548200506,1.341,14.8021,0
8.17,6.985726027421448,0.995,16.539711,0
8.54,1.7653953871282706,1.101,14.62742,0
9.12,6.9169816884584,0.666,18.662426,1
7.75,5.045494755521461,1.152,16.115105,0
8.84,0.3672588515722934,1.05,15.65806,0
10.84,0.0197883517066359,1.1,16.475525,0
7.83,1.1676508070736875,1.215,14.200789,0
6.75,6.602545357166435,0.444,16.37398,1
7.57,4.244593832342468,1.302,15.019793,0
5.13,15.395658574807092,0.071,15.985705,1
7.44,5.427173699522353,0.443,16.36665,1
4.77,15.06521762339326,0.998,15.727255,0
6.9,4.881976872686692,0.01,15.324226,0
7.83,1.9435198783727925,1.311,13.07609,0
6.84,6.573174527594807,0.989,15.829799,0
7.8,2.137865902908086,1.205,14.948762,0
8.02,33.91058569506454,0.87,20.710354,1
9.7,6.785583944275997,0.624,19.427341,1
6.92,4.232154909331781,1.289,14.713543,0
9.47,10.9554415069713,0.563,19.093979,1
9.66,2.4933071386988725,0.47,17.398874,1
6.06,12.070647322954054,0.446,16.43591,1
8.52,14.041261723989535,0.687,19.575603,1
6.2,24.588006627614643,0.404,18.089262,1
5.88,6.540715571519304,1.52,14.957889,0
8.6,20.029324923130424,0.763,19.937033,1
5.55,17.993394007478898,-0.048,16.382149,1
8.69,3.997616262463581,1.118,16.465473,0
7.37,5.620518103731029,1.08,15.744306,0
8.85,1.6979070626201738,1.012,14.38605,0
9.54,3.138182261213657,0.484,17.17815,1
8.97,7.92531144107099,0.491,18.229347,1
6.75,7.910624169137278,1.015,15.966164,0
8.36,1.3218971036727842,1.457,15.140129,0
8.32,8.092824135482534,0.501,17.821835,1
4.61,16.661091752413828,0.928,15.776251,0
9.33,3.588327840627201,0.15,16.56579,0
8.23,4.93948729732824,0.571,17.043392,1
7.97,3.476581153011323,0.986,16.137342,0
8.97,1.3123947619633447,1.349,15.109434,0
9.01,0.9063601688626216,1.122,14.801813,0
8.32,4.686689300802708,1.048,16.47214,0
9.17,2.6724353141746366,0.331,15.852299,1
9.7,4.332258324904813,0.418,16.311096,1
7.37,27.675704497482037,0.653,19.64727,1
9.41,4.68647267809804,0.437,17.354158,1
9.18,2.374657764048863,0.981,15.852269,0
6.64,4.141741327608976,1.548,14.290998,0
8.59,5.508244237990319,0.416,16.578476,0
9.45,1.1552192158524872,1.049,16.439701,0
8.26,1.3487584982070913,0.306,9.653769,0
6.2,17.532672706241467,0.459,17.459408,0
6.69,6.250989591388658,-0.078,15.446396,1
8.23,4.462580224817146,1.474,15.402843,0
7.24,2.22028984903703,1.39,13.701281,0
7.48,9.711834664410228,0.246,17.544188,0
8.27,8.84522915999176,0.517,17.722107,1
7.85,3.901672760085806,1.029,15.945467,0
9.52,5.683126504614905,0.19,17.737263,1
7.06,1.5219947933193154,0.63,12.363489,0
9.71,5.764896539324158,0.52,18.395962,1
7.21,22.092994948190032,0.477,18.888294,1
7.78,8.485527166938695,1.085,17.396221,0
8.8,0.205766892896587,1.27,15.8412,0
7.84,13.810450683963424,0.654,18.60297,1
7.26,0.2993600010701207,1.92,3.7651498,0
8.92,3.322935532041621,1.491,14.9406,0
8.26,6.099818952118534,1.194,16.275723,1
6.07,8.82859098813586,1.139,15.772583,0
9.05,2.2171375482069275,0.342,15.91456,0
6.14,7.270944789147745,0.998,15.254108,1
8.64,9.57450297568436,0.476,18.304905,1
8.62,6.247209733899507,0.364,17.26987,1
11.52,4.727883693169266,1.38,21.471695,1
7.0,7.845979843435662,1.06,16.25629,0
9.52,3.4714556043353126,0.44,17.34333,1
8.89,4.791928086733852,1.142,16.408955,0
6.12,9.717943084468232,1.076,15.964748,0
8.98,6.109796847216169,0.48,18.525105,1
8.82,6.510239639448859,1.219,17.437279,1
7.29,4.792545336861935,0.092,16.248453,1
9.04,3.870939420263856,0.36,18.13113,1
8.31,0.6841928853946422,1.532,12.879069,0
9.5,19.93155608557687,0.931,20.788393,1
6.87,3.301038579401567,1.638,14.645473,0
7.7,26.40411172693557,0.691,19.879223,1
6.84,4.995694673789039,1.101,15.976847,0
7.94,3.145340498268796,0.051,15.396809,1
6.18,9.70373301652974,1.17,16.125023,0
6.57,4.988830524105459,0.056,15.158352,1
8.2,8.12137035081977,0.5,18.067947,1
6.37,5.645384445769475,1.141,15.087548,0
7.85,7.48326860773769,0.561,17.24548,1
7.85,3.2824195500447315,1.61,14.696079,0
9.3,10.897602212717793,0.449,19.30434,1
8.6,15.10438888582235,0.612,19.72913,1
6.69,3.113828262063109,-0.026,14.269369,0
5.38,3.951917255608027,0.008,13.53214,0
8.81,4.982582639402619,1.13,17.455826,0
6.41,0.2377126226817577,1.081,7.5622444,0
7.88,1.1796113278386633,0.571,16.61317,0
9.75,5.033802908306385,0.354,18.03049,1
10.14,3.248187604647507,0.42,17.67928,1
8.26,2.6804550851554776,1.1,16.118546,0
8.02,1.8796272534210712,0.072,14.332256,0
6.09,10.318726820707312,1.012,16.21243,0
4.99,3.965647824841082,-0.071,13.212193,0
7.02,2.8653795248075533,1.666,13.65168,0
7.21,3.250106006130469,0.903,15.785836,0
8.66,1.0147045558181444,0.957,15.440128,1
8.08,0.0273545649877864,1.127,14.086986,0
8.88,6.621374780527984,0.453,18.21439,1
8.45,3.5098202166408807,0.415,16.519209,1
8.97,0.5188745767031275,0.674,15.172747,0
9.04,8.870933670509963,0.546,18.806381,1
8.62,2.173589379530773,0.943,14.411812,0
8.85,3.816930136934184,1.039,16.382526,0
9.23,5.183972159818629,0.377,17.631678,1
6.99,4.922317452762542,1.428,15.17244,0
5.75,33.95016738984327,0.639,18.388794,1
9.14,2.2202321908573817,1.245,15.51079,0
6.25,17.009773720289328,0.526,17.292206,1
8.01,7.013118538375054,0.988,17.278492,1
7.86,10.712076670164132,0.651,17.947254,1
8.34,4.0083125081831135,0.945,16.261658,0
6.04,13.455481330994465,1.001,16.589579,1
7.82,2.865328524885436,1.376,14.3251505,1
9.06,5.6326431174432114,0.43,17.42971,1
9.31,9.984199829970366,0.539,19.164059,1
7.33,12.608816940867214,0.444,17.521114,1
8.69,2.8934125443411074,1.019,14.541308,0
9.64,14.571199006048964,0.817,20.32043,1
7.59,6.9718145745078095,1.005,16.235825,1
6.43,5.4317742722351126,0.838,15.232113,0
6.6,5.973443811970621,1.141,15.883644,0
7.68,2.198146413348369,1.549,14.96941,0
8.3,6.211854076363067,0.905,17.113392,1
8.44,10.357860861875691,0.289,18.242353,1
8.48,1.6125849894906898,1.54,11.378918,0
9.31,1.0184073847420665,1.285,15.410541,0
7.71,14.552004290371944,0.446,18.568632,1
9.11,5.096403167326469,0.978,16.799095,0
9.31,0.7218309393404563,1.195,16.080544,0
5.57,12.909135202874754,1.052,16.06322,0
8.26,1.9453658919050365,0.96,16.59259,1
8.88,2.2521174940089987,1.031,17.339825,1
9.27,5.723524434957207,0.503,18.07588,1
7.59,3.837812544419565,1.341,15.500318,0
8.64,1.013904513525797,1.606,14.520456,0
8.76,17.103216989592227,0.602,20.05199,1
7.53,3.0865828314454,0.98,15.66683,0
8.28,2.87845260747359,0.148,16.306526,1
7.42,2.058327792652756,1.524,13.4406,0
8.41,13.340920492402535,0.53,18.983055,1
7.89,1.3799518172598333,1.08,14.5318985,0
6.09,20.39866595119053,0.632,18.261248,1
7.61,3.7167393464562175,1.185,15.299095,0
8.29,24.917997998811416,0.684,20.257877,1
8.02,16.71293294483462,0.667,19.18752,0
6.86,3.5605687961285963,1.475,15.022287,0
8.79,0.4542563324637284,1.504,10.691056,0
9.22,0.3388025214072799,1.428,13.2509,0
6.31,8.733620059307535,0.912,15.982492,0
9.49,5.029476288553084,1.232,17.949825,0
8.47,5.206821385602602,0.888,16.202713,0
4.82,10.749054394864023,0.864,15.255356,0
7.62,2.150074872073564,0.955,15.478544,0
9.21,7.557147601910252,0.795,18.115185,1
8.87,2.3854868398246944,0.434,16.10579,1
5.41,6.166679268709322,1.226,14.278932,0
9.39,8.260525526790136,0.9,18.542944,1
6.99,22.700583751236582,0.9,18.872885,1
9.48,4.36708169481223,0.529,17.746063,1
8.75,2.972971727095863,1.168,15.038393,0
7.85,2.7577098502312944,1.33,13.759218,0
5.64,11.046967486152782,0.078,15.893831,1
8.62,16.703490890829883,0.756,19.384499,0
7.84,3.1426157436820272,1.03,15.37928,0
8.56,1.5879781400423143,0.997,15.756664,0
9.23,1.5432898260036634,0.91,14.356529,0
8.2,2.6442629486083438,1.311,15.04608,0
5.92,7.443955768409952,1.327,15.251437,0
9.26,6.082797467109419,0.616,18.161587,1
7.62,2.867385114447444,1.297,14.694866,0
8.57,3.194200536702051,1.56,16.047722,0
8.92,0.9300654662826384,1.106,14.926986,0
8.38,5.159609562371322,0.781,16.118874,0
9.86,3.010843557902965,0.157,16.668638,0
8.46,23.774441453231425,0.679,20.179012,1
6.25,4.078049781643096,1.634,14.29263,0
8.57,12.60622091419556,0.589,19.126312,1
8.45,4.454757850876845,0.435,17.787338,1
6.54,14.123617847831332,0.468,17.276836,1
8.34,3.4775814270549725,0.246,16.398617,1
9.81,7.207491594018768,0.622,19.063232,1
7.8,0.2911311655872924,1.634,8.680457,0
9.6,0.1864076794023204,1.022,15.802746,0
8.51,14.148972348645636,0.391,17.729277,1
8.36,1.5186984793054714,1.553,11.854849,0
8.85,2.5832966149986847,0.935,16.038754,0
6.57,9.68132002864098,1.007,16.055386,0
7.72,1.2696720047957817,1.487,14.630085,0
4.53,6.105000954224414,-0.136,12.936207,1
9.08,2.605013890989924,1.391,16.008032,0
7.73,6.267366495084657,1.138,16.118034,0
6.66,14.980739089098934,0.372,17.549126,1
8.15,16.664819091806812,0.543,19.281712,1
9.81,3.016177207878709,0.422,15.601812,1
8.51,12.00060371646708,0.623,18.636528,0
9.55,11.143796626866196,0.622,19.715107,1
8.7,1.129118587917299,1.091,15.258769,0
8.33,6.13949867644137,1.092,17.074814,0
5.99,10.075764297330853,1.034,15.943913,0
4.37,9.102013054546296,1.631,13.847113,0
7.18,4.922479432611492,0.932,15.917059,0
9.5,37.03652068349717,1.157,22.278494,1
9.6,5.950243222763193,0.5,18.651163,1
9.07,15.951676236166582,0.734,20.28519,1
8.83,6.2271906579629,0.479,17.609375,1
6.88,21.76167364605096,0.448,18.63027,1
8.43,0.89530446137129,0.952,14.789208,1
4.27,16.072261033071907,0.952,15.440054,0
6.07,3.1183091435325307,1.661,13.068369,0
8.03,3.85822249448852,0.97,16.104485,0
10.16,5.37453005060924,0.53,18.4018,1
6.18,3.6627786052661686,1.366,13.739416,0
8.11,3.379552703087306,0.89,14.918638,0
8.6,7.582898279255531,0.435,18.192772,1
6.28,5.122725319486069,0.05,15.374428,1
